財務データのあるNPO法人 収入ランキング（2324団体）,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
順位,法人名,"総収入
(百万円)",ステージ,"寄付+会費
(百万円)","寄付+会費比
(%)","受取寄附金
(百万円)","受取会費
(百万円)","受取助成金等
(百万円)","事業収益
(百万円)","経常費用
(百万円)",有給職員数,事業年度,認定状況,団体所在地(都道府県),活動分野
1193,特定非営利活動法人エコフレンズいわくに,13.4,1千万～,0.1,0.6,0.0,0.1,6.5,6.8,11.4,3,2018,,山口県,社会教育、環境の保全、子どもの健全育成、経済活動の活性化
1194,認定特定非営利活動法人日本心血管協会,13.4,1千万～,7.7,57.4,5.4,2.3,0.0,5.7,13.4,,2024,○,京都市,保健・医療・福祉、社会教育、学術・文化・芸術・スポーツ、国際協力・交流、科学技術
1195,特定非営利活動法人みんなの夢の音楽隊,13.4,1千万～,8.0,59.8,7.8,0.1,0.2,5.2,12.4,,2024,○,さいたま市,保健・医療・福祉、社会教育、まちづくり、学術・文化・芸術・スポーツ、人権の擁護・平和、子どもの健全育成、NPO支援
1196,特定非営利活動法人　ASOVIVA,13.3,1千万～,3.1,23.2,3.0,0.1,1.0,9.2,13.4,,2024,○,大阪府,保健・医療・福祉、社会教育、まちづくり、農山漁村・中山間地域、環境の保全、人権の擁護・平和、国際協力・交流、男女共同参画、子どもの健全育成、経済活動の活性化、職業能力・雇用機会
1197,発達支援グループ風の子,13.3,1千万～,0.3,2.5,0.0,0.3,0.5,12.5,12.9,,2019,,茨城県,保健・医療・福祉、社会教育、まちづくり、人権の擁護・平和、子どもの健全育成、職業能力・雇用機会
1198,NPO法人あにまるサポート隠岐,13.3,1千万～,3.4,25.3,3.4,0.0,9.9,0.0,0.2,,2023,○,島根県,保健・医療・福祉、社会教育、観光、農山漁村・中山間地域、子どもの健全育成
1199,特定非営利活動法人ちばこどもおうえんだん,13.3,1千万～,10.4,78.0,9.2,1.2,0.0,0.0,17.0,,2024,○,千葉市,保健・医療・福祉、人権の擁護・平和、子どもの健全育成
1200,いちかい子育てネット　羽ばたき,13.3,1千万～,0.1,0.7,0.0,0.1,0.2,13.0,12.8,0,2021,,栃木県,保健・医療・福祉、社会教育、子どもの健全育成、NPO支援
1201,特定非営利活動法人  ＷＥ２１ジャパンいずみ,13.2,1千万～,0.8,5.7,0.7,0.1,0.0,12.4,13.0,,2024,○,横浜市,環境の保全、人権の擁護・平和、国際協力・交流、NPO支援
1202,特定非営利活動法人いきいき・のびのび健康づくり協会,13.2,1千万～,0.9,6.5,0.0,0.9,0.0,12.3,14.4,,2019,,堺市,保健・医療・福祉、社会教育、まちづくり、学術・文化・芸術・スポーツ、国際協力・交流、子どもの健全育成、NPO支援
1203,特定非営利活動法人地域文化の創造と芸術振興を推進する会,13.2,1千万～,0.0,0.2,0.0,0.0,0.0,0.0,20.4,,2020,,福岡市,学術・文化・芸術・スポーツ
1204,特定非営利活動法人きょうとグリーンファンド,13.2,1千万～,11.6,87.8,11.1,0.5,0.2,1.4,5.9,,2024,○,京都市,社会教育、環境の保全
1205,特定非営利活動法人ホームレス支援「福岡おにぎりの会」,13.1,1千万～,10.1,77.3,8.6,1.5,3.0,0.0,13.9,,2024,○,福岡市,保健・医療・福祉、まちづくり、人権の擁護・平和
1206,チャレンジドサポート奄美,13.1,1千万～,0.4,3.4,0.1,0.3,1.7,11.0,11.9,2,2011,,鹿児島県,保健・医療・福祉、まちづくり、子どもの健全育成
1207,ハートセービングプロジェクト,13.1,1千万～,10.4,79.2,10.1,0.3,1.6,0.0,10.1,,unknown,○,東京都,保健・医療・福祉、国際協力・交流
1208,特定非営利活動法人あおぞら,13.1,1千万～,10.7,81.9,10.7,0.0,2.1,0.3,12.5,,2024,,北九州市,まちづくり、環境の保全、地域安全、NPO支援
1209,特定非営利活動法人ＴＨＡＮＫＹＯＵ ＦＵＮＤ,13.0,1千万～,12.5,96.1,4.9,7.6,0.0,0.5,11.1,,2024,,大阪府,保健・医療・福祉、学術・文化・芸術・スポーツ
1210,特定非営利活動法人福祉住環境ネットワークこうち,13.0,1千万～,0.3,2.3,0.2,0.1,2.8,9.9,13.3,0,2024,,高知県,保健・医療・福祉、社会教育、まちづくり、観光、地域安全、子どもの健全育成、NPO支援
1211,特定非営利活動法人　花やか豊田プラント,12.9,1千万～,0.8,6.5,0.8,0.1,0.0,12.1,11.4,,2024,○,愛知県,まちづくり、環境の保全、職業能力・雇用機会
1212,健康体操指導ワーカーズ,12.8,1千万～,0.9,6.9,0.0,0.9,0.0,8.9,12.9,,unknown,○,東京都,保健・医療・福祉、社会教育、まちづくり、子どもの健全育成、NPO支援
1213,特定非営利活動法人Happy-Wildcats,12.8,1千万～,9.7,76.0,9.7,0.0,0.0,2.9,11.4,,2024,○,埼玉県,社会教育、まちづくり、環境の保全、子どもの健全育成
1214,ＮＰＯ法人関西心理相談員会,12.7,1千万～,0.6,4.7,0.0,0.6,0.0,12.1,12.8,0,2023,,大阪市,保健・医療・福祉、社会教育、災害救援、地域安全、子どもの健全育成、NPO支援
1215,ＮＰＯ法人ペアレント・サポートすてっぷ,12.7,1千万～,5.6,43.6,5.5,0.0,3.9,3.3,12.6,,2024,○,岡山県,保健・医療・福祉、子どもの健全育成
1216,特定非営利活動法人九州補助犬協会,12.7,1千万～,10.9,85.8,10.7,0.2,1.2,0.5,10.8,,2024,○,福岡県,保健・医療・福祉、社会教育
1217,特定非営利活動法人地球ボランティア協会,12.7,1千万～,12.2,96.2,12.0,0.3,0.0,0.1,11.6,,2024,○,兵庫県,保健・医療・福祉、社会教育、環境の保全、人権の擁護・平和、国際協力・交流、男女共同参画
1218,NPO法人Family1st,12.7,1千万～,12.7,100.0,12.7,0.0,0.0,0.0,12.7,,2017,,千葉県,社会教育、まちづくり、学術・文化・芸術・スポーツ、人権の擁護・平和、国際協力・交流、男女共同参画、子どもの健全育成、情報化社会、経済活動の活性化、NPO支援
1219,特定非営利活動法人ＮＰＯテクノサポート,12.7,1千万～,2.5,20.2,1.6,1.0,4.4,5.5,12.1,,2023,○,千葉県,情報化社会、科学技術、経済活動の活性化、職業能力・雇用機会、NPO支援
1220,特定非営利活動法人  ＷＥ２１ジャパン・ほどがや,12.6,1千万～,0.4,2.9,0.2,0.1,0.0,12.1,12.6,,2024,○,横浜市,環境の保全、人権の擁護・平和、国際協力・交流、NPO支援
1221,認定ＮＰＯ法人にこスマ九州,12.5,1千万～,11.7,93.2,11.1,0.6,0.6,0.2,13.9,1,2022,○,福岡市,保健・医療・福祉、子どもの健全育成、職業能力・雇用機会
1222,あんしん居住支援センター,12.5,1千万～,0.0,0.0,0.0,0.0,0.0,0.0,6.8,,,,岡山県,保健・医療・福祉、社会教育、まちづくり、学術・文化・芸術・スポーツ、環境の保全、災害救援、地域安全、人権の擁護・平和、国際協力・交流、子どもの健全育成、情報化社会、科学技術、経済活動の活性化、職業能力・雇用機会、消費者の保護
1223,特定非営利活動法人土佐観光ガイドボランティア協会,12.5,1千万～,0.4,2.8,0.0,0.4,1.1,11.0,12.4,0,2022,,高知県,まちづくり、観光、学術・文化・芸術・スポーツ、子どもの健全育成、NPO支援
1224,特定非営利活動法人  日本フリークライミング協会,12.5,1千万～,8.5,67.8,1.9,6.6,0.0,4.0,13.1,,2020,,川崎市,学術・文化・芸術・スポーツ
1225,ＮＰＯ法人響ホール室内合奏団,12.5,1千万～,2.8,22.5,1.5,1.3,2.5,3.2,11.2,2,2020,○,北九州市,社会教育、まちづくり、学術・文化・芸術・スポーツ
1226,特定非営利活動法人フードバンク京都,12.5,1千万～,3.4,27.2,2.3,1.1,8.9,0.0,12.5,,2024,○,京都市,保健・医療・福祉、環境の保全、子どもの健全育成
1227,もうひとつの美術館,12.4,1千万～,2.6,21.0,2.1,0.5,1.2,8.6,0.0,,2024,○,栃木県,保健・医療・福祉、社会教育、まちづくり、観光、農山漁村・中山間地域、学術・文化・芸術・スポーツ、環境の保全、人権の擁護・平和、国際協力・交流、子どもの健全育成
1228,秋田県水難救済会,12.4,1千万～,12.0,96.5,10.1,1.9,0.4,0.0,11.9,1,2016,,秋田県,地域安全、NPO支援
1229,特定非営利活動法人　ささえあい,12.4,1千万～,10.4,84.0,5.6,4.8,0.3,1.1,10.3,,2023,○,愛知県,保健・医療・福祉、社会教育、学術・文化・芸術・スポーツ、環境の保全、地域安全、国際協力・交流、男女共同参画、科学技術、経済活動の活性化、職業能力・雇用機会、NPO支援
1230,特定非営利活動法人島根県介護事業運営研究会,12.3,1千万～,0.6,4.5,0.0,0.6,0.0,11.5,12.2,1,2019,,島根県,保健・医療・福祉、まちづくり、情報化社会、経済活動の活性化、職業能力・雇用機会、消費者の保護、NPO支援
1231,特定非営利活動法人　グローバルネットワーク,12.3,1千万～,0.1,0.5,0.0,0.1,0.0,12.2,12.3,,2024,,徳島県,保健・医療・福祉、社会教育、まちづくり、学術・文化・芸術・スポーツ、環境の保全、災害救援、地域安全、人権の擁護・平和、子どもの健全育成、経済活動の活性化、職業能力・雇用機会
1232,特定非営利活動法人北海道こどもホスピスプロジェクト,12.3,1千万～,11.1,90.0,9.7,1.4,1.0,0.2,0.0,,2024,○,札幌市,保健・医療・福祉、社会教育、子どもの健全育成
1233,特定非営利活動法人しんぐるぺあれんとF・福島,12.2,1千万～,4.5,36.7,4.1,0.4,7.4,0.3,14.4,,2024,○,福島県,保健・医療・福祉、社会教育、まちづくり、災害救援、人権の擁護・平和、男女共同参画、子どもの健全育成、情報化社会、経済活動の活性化、職業能力・雇用機会、NPO支援、条例指定
1234,栃木県北地区手話通訳派遣協会,12.2,1千万～,0.0,0.3,0.0,0.0,0.0,12.1,12.3,3,2024,,栃木県,保健・医療・福祉、社会教育、まちづくり、災害救援、人権の擁護・平和、子どもの健全育成、職業能力・雇用機会、NPO支援
1235,特定非営利活動法人　美郷宝さがし探検隊,12.2,1千万～,0.0,0.3,0.0,0.0,12.1,0.0,0.0,2,2015,,徳島県,まちづくり、環境の保全、経済活動の活性化
1236,特定非営利活動法人Ｔｏｔｉｅ,12.1,1千万～,0.0,0.0,0.0,0.0,0.0,12.1,9.9,2,2016,,香川県,まちづくり、地域安全
1237,特定非営利活動法人日本セラピューティック・ケア協会,12.1,1千万～,3.2,26.9,0.8,2.5,0.0,8.8,11.8,,2024,○,福岡県,保健・医療・福祉、社会教育、まちづくり、学術・文化・芸術・スポーツ、災害救援、国際協力・交流、男女共同参画、子どもの健全育成、職業能力・雇用機会
1238,NPO法人　ここのね（旧名称：タオ・オーガニック・ファミリー・ユニオン）,12.1,1千万～,1.8,15.2,1.8,0.1,0.0,10.2,11.4,,2024,○,大分県,社会教育、まちづくり、環境の保全、子どもの健全育成
1239,健康と病いの語りディペックス・ジャパン,12.0,1千万～,2.3,19.3,1.3,1.1,0.0,4.7,5.3,2,2024,○,東京都,保健・医療・福祉、社会教育、情報化社会
1240,グッド・エイジング・エールズ,12.0,1千万～,1.4,12.0,1.4,0.0,0.0,10.6,27.3,,unknown,○,東京都,保健・医療・福祉、社会教育、男女共同参画、NPO支援
1241,長万部町緑と樹を愛する会,12.0,1千万～,0.5,4.3,0.1,0.4,0.9,10.6,10.2,,2023,○,北海道,社会教育、まちづくり、環境の保全
1242,NPO法人　熊本消費者協会,11.8,1千万～,0.4,3.4,0.0,0.4,0.0,11.4,11.6,1,2019,,熊本市,社会教育、環境の保全、情報化社会、消費者の保護、NPO支援
1243,ＮＰＯ法人　あじ菜工房,11.8,1千万～,0.0,0.0,0.0,0.0,1.2,10.6,12.4,3,2019,,熊本県,保健・医療・福祉、NPO支援
1244,長野サマライズ・センター,11.8,1千万～,2.1,17.6,1.8,0.2,2.0,7.8,11.8,5,2018,○,長野県,保健・医療・福祉、社会教育、まちづくり、観光、災害救援、人権の擁護・平和、男女共同参画、子どもの健全育成、情報化社会、科学技術、経済活動の活性化、職業能力・雇用機会、NPO支援
1245,自然環境アカデミー,11.8,1千万～,0.1,1.2,0.1,0.1,3.2,8.4,10.9,1,2020,,東京都,社会教育、まちづくり、環境の保全、国際協力・交流、子どもの健全育成、NPO支援
1246,認定特定非営利活動法人　ひこばえ,11.8,1千万～,1.2,10.6,0.8,0.5,4.8,5.7,11.0,,2024,○,群馬県,保健・医療・福祉、社会教育、地域安全、人権の擁護・平和、男女共同参画、子どもの健全育成、NPO支援
1247,認定特定非営利活動法人１０代・２０代の妊娠ＳＯＳ新宿‐キッズ＆ファミリー,11.7,1千万～,3.3,28.0,3.0,0.3,5.9,1.9,17.8,,unknown,○,東京都,保健・医療・福祉、まちづくり、地域安全、男女共同参画、子どもの健全育成
1248,特定非営利活動法人　広島県腎友会,11.7,1千万～,9.8,83.1,0.4,9.4,0.1,0.2,13.2,,2022,,広島市,保健・医療・福祉、社会教育、災害救援、人権の擁護・平和、NPO支援
1249,特定非営利活動法人学生航空連盟,11.7,1千万～,6.7,56.7,5.4,1.2,0.0,5.1,5.4,1,2023,,埼玉県,社会教育、まちづくり、学術・文化・芸術・スポーツ、環境の保全、子どもの健全育成、NPO支援
1250,いぬ・ねこネットワーク秋田,11.7,1千万～,9.6,81.7,9.2,0.4,0.4,0.5,8.2,,2024,○,秋田県,まちづくり、環境の保全
1251,特定非営利活動法人ポケットサポート,11.7,1千万～,5.2,44.7,4.3,0.9,4.2,2.3,12.4,1,2022,○,岡山市,保健・医療・福祉、子どもの健全育成、NPO支援
1252,ＮＰＯ法人さがみこども福祉会,11.6,1千万～,0.0,0.0,0.0,0.0,1.4,10.2,20.5,1,2017,,相模原市,保健・医療・福祉、学術・文化・芸術・スポーツ、子どもの健全育成、職業能力・雇用機会
1253,特定非営利活動法人環境市民,11.6,1千万～,2.2,19.2,1.3,0.9,6.6,2.8,11.8,,2024,○,京都市,社会教育、まちづくり、環境の保全、国際協力・交流、子どもの健全育成、NPO支援
1254,特定非営利活動法人ル・バトー,11.6,1千万～,0.0,0.3,0.0,0.0,0.0,11.6,0.0,,2018,,福岡県,社会教育、男女共同参画、子どもの健全育成
1255,Ｍｉｎｇｌｅ　Ｉｚｕ,11.5,1千万～,0.0,0.0,0.0,0.0,0.8,10.7,11.3,0,2016,,静岡県,まちづくり、観光
1256,特定非営利活動法人　かながわ森林インストラクターの会,11.5,1千万～,2.0,17.0,1.0,0.9,0.5,9.0,12.9,,2024,○,神奈川県,社会教育、環境の保全、子どもの健全育成、NPO支援
1257,いしのまきＮＰＯセンター,11.5,1千万～,0.3,2.5,0.1,0.2,0.0,10.9,11.5,3,2021,,宮城県,NPO支援
1258,ＮＰＯ法人アカツキ,11.5,1千万～,1.9,16.7,1.6,0.3,0.0,9.5,11.9,,2024,○,福岡市,社会教育、まちづくり、学術・文化・芸術・スポーツ、情報化社会、経済活動の活性化、職業能力・雇用機会、NPO支援
1259,特定非営利活動法人大牟田・荒尾炭鉱のまちファンクラブ,11.4,1千万～,0.1,1.3,0.0,0.1,0.0,11.3,11.2,3,2022,,福岡県,社会教育、まちづくり、学術・文化・芸術・スポーツ、環境の保全、子どもの健全育成
1260,特定非営利活動法人teamAIR,11.4,1千万～,0.0,0.0,0.0,0.0,0.0,11.4,12.3,14,2024,,岡山市,まちづくり、学術・文化・芸術・スポーツ
1261,子育てサポートきらら,11.4,1千万～,0.2,1.8,0.1,0.1,0.1,11.1,11.3,20,2024,,東京都,社会教育、まちづくり、男女共同参画、子どもの健全育成、NPO支援
1262,応援のしっぽ,11.4,1千万～,0.1,1.3,0.0,0.1,6.6,4.6,11.6,2,2019,,宮城県,国際協力・交流、情報化社会、経済活動の活性化、職業能力・雇用機会、NPO支援
1263,かごしまアートネットワーク,11.4,1千万～,0.9,8.2,0.6,0.4,0.2,10.2,10.8,,2024,○,鹿児島県,まちづくり、学術・文化・芸術・スポーツ、子どもの健全育成、NPO支援
1264,特定非営利活動法人　鳴門「第九」を歌う会,11.3,1千万～,1.3,11.1,0.1,1.2,3.3,6.7,13.8,,2024,○,徳島県,社会教育、まちづくり、学術・文化・芸術・スポーツ、国際協力・交流、子どもの健全育成、NPO支援
